key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,X Scale,ratio_pxpermm,screen_size_x,screen_size_y,testsize,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,line_size,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_12.keys,key_resp_12.rt,key_resp_11.keys,key_resp_11.rt,key_resp_18.keys,key_resp_18.rt,key_resp_21.keys,key_resp_21.rt,key_resp_13.keys,key_resp_13.rt,key_resp_19.keys,key_resp_19.rt,ballposx,viewer_distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,realFrameRate1,realFrameRate2,realFrameRate3,realFrameRate4,realFrameRate5,realFrameRate,viewerdistancecm,DVA_to_distance,radius_F,radius_P,r_F,R_P,key_resp_20.keys,key_resp_20.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Colour_1,Ecc,maskCon,mask_frames,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,Colour_2,similarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,mouse_7.clicked_name,catchprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,Colour1,maskCon1,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,trialnumber,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,response_time_catch,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Catch,mouse_3.clicked_name,mouse_11.clicked_name,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer7,rt7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,3,0.05011,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,-19.33331484,-51.33334559,1,0,0,response5disk,5,73,3.333393196,-12.66667777,1,0,0,rectangle,3.333393196,-12.66667777,1,0,0,1,5,0.00203,3.333393196,-12.66667777,1,0,0,0,72,72,126,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,4,0.884575,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,30.66668665,-46.66667879,1,0,0,response3disk,6,74,-0.666606923,-12.00001109,1,0,0,rectangle,-0.666606923,-12.00001109,1,0,0,1,5,0.00052,-0.666606923,-12.00001109,1,0,0,0,73,73,144,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,5,0.15007,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,68.66668779,-44.66667873,1,0,0,response3disk,2,75,17.33339361,-6.000010908,1,0,0,rectangle,38.66668689,-81.33334649,1,0,0,4,4,1.820245,13.33339349,-7.333344281,1,0,0,0,74,74,55,1,1,response3disk_3,rectangle,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,3,1.649935,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,-35.33331531,-75.33334631,1,0,0,response5disk,3,76,8.000019312,-4.666677535,1,0,0,rectangle,8.000019312,-4.666677535,1,0,0,4,2,0.003125,8.000019312,-4.666677535,1,0,0,0,75,75,21,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,2,1.483535,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,strong,-65.33331621,-30.66667831,1,0,0,response5disk,2,77,-1.3333143,-10.00001103,1,0,0,rectangle,-1.3333143,-10.00001103,1,0,0,4,2,0.000105,-1.3333143,-10.00001103,1,0,0,0,76,76,22,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,2,0.128165,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,-53.99998254,-43.33334535,1,0,0,response5disk,3,78,23.33339379,-11.3333444,1,0,0,rectangle,23.33339379,-11.3333444,1,0,0,4,1,0.003425,23.33339379,-11.3333444,1,0,0,0,77,77,1,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,4,0.18415,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,18.6666863,-68.66667944,1,0,0,response3disk,2,79,-7.333314478,-2.000010788,1,0,0,rectangle,-7.333314478,-2.000010788,1,0,0,4,1,8.5E-05,-7.333314478,-2.000010788,1,0,0,0,78,78,32,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,5,0.256725,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,44.00002038,-30.00001162,1,0,0,response3disk,4,80,-1.3333143,-13.33334446,1,0,0,rectangle,-1.3333143,-13.33334446,1,0,0,4,2,0.002205,-1.3333143,-13.33334446,1,0,0,0,79,79,60,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,4,0.115915,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,strong,40.00002027,-71.33334619,1,0,0,response3disk,8,81,14.00001949,-12.66667777,1,0,0,rectangle,14.00001949,-12.66667777,1,0,0,4,3,0.00124,14.00001949,-12.66667777,1,0,0,0,80,80,27,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,3,0.03287,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,-46.66660829,-66.0000127,1,0,0,response5disk,5,82,-3.333314359,-2.666677475,1,0,0,rectangle,-3.333314359,-2.666677475,1,0,0,4,6,0.000675,-3.333314359,-2.666677475,1,0,0,0,81,81,92,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,4,0.953105,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,strong,46.66668713,-68.66667944,1,0,0,response3disk,5,83,-2.666606983,-4.000010848,1,0,0,rectangle,-2.666606983,-4.000010848,1,0,0,4,7,0.00326,-2.666606983,-4.000010848,1,0,0,0,82,82,152,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,0.03632,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,31.33339403,36.66665703,1,0,0,response1disk,8,84,-1.999980986,-12.00001109,1,0,0,rectangle,-1.999980986,-12.00001109,1,0,0,4,4,0.000915,-1.999980986,-12.00001109,1,0,0,0,83,83,67,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,5,0.2332,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,strong,43.3333537,-28.66667825,1,0,0,response3disk,2,85,-0.666606923,5.333322763,1,0,0,rectangle,-0.666606923,5.333322763,1,0,0,4,2,0.0025,-0.666606923,5.333322763,1,0,0,0,84,84,138,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,4,0.282575,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,21.33339373,-31.333345,1,0,0,response3disk,1,86,-4.666607042,-4.666677535,1,0,0,rectangle,-4.666607042,-4.666677535,1,0,0,4,5,0.002075,-4.666607042,-4.666677535,1,0,0,0,85,85,46,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,5,0.250645,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,weak,51.33335394,-32.66667837,1,0,0,response3disk,2,87,3.333393196,-2.666677475,1,0,0,rectangle,3.333393196,-2.666677475,1,0,0,4,4,0.00133,3.333393196,-2.666677475,1,0,0,0,86,86,129,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,5,0.18103,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,49.33335388,-36.0000118,1,0,0,response3disk,8,88,10.00001937,13.333323,1,0,0,rectangle,10.00001937,13.333323,1,0,0,4,3,0.00146,10.00001937,13.333323,1,0,0,0,87,87,65,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,3,0.31789,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,strong,-54.66660853,-78.66667974,1,0,0,response5disk,8,89,-1.999980986,-7.333344281,1,0,0,rectangle,-1.999980986,-7.333344281,1,0,0,4,4,0.003375,-1.999980986,-7.333344281,1,0,0,0,88,88,48,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,2,0.283255,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,-50.66660841,-46.66667879,1,0,0,response5disk,2,90,1.9735E-05,13.333323,1,0,0,rectangle,1.9735E-05,13.333323,1,0,0,4,7,0.00153,1.9735E-05,13.333323,1,0,0,0,89,89,108,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,1,0.565675,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,-44.66660823,28.66665679,1,0,0,response7disk,7,91,-15.9999814,-6.666677594,1,0,0,rectangle,-15.9999814,-6.666677594,1,0,0,4,6,0.001175,-15.9999814,-6.666677594,1,0,0,0,90,90,100,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,0,0.1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,-39.99998212,57.999991,1,0,0,response7disk,9,92,4.000019193,7.99998951,1,0,0,rectangle,4.000019193,7.99998951,1,0,0,4,4,0.001275,4.000019193,7.99998951,1,0,0,0,91,91,10,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,1,1.266435,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,-59.99998271,58.66665769,1,0,0,response7disk,5,93,-7.333314478,5.333322763,1,0,0,rectangle,-7.333314478,5.333322763,1,0,0,4,2,0.002945,-7.333314478,5.333322763,1,0,0,0,92,92,28,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,1,0.06731,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,-52.66660847,26.66665673,1,0,0,response7disk,6,94,5.333393256,-8.000010967,1,0,0,rectangle,5.333393256,-8.000010967,1,0,0,4,5,0.00101,5.333393256,-8.000010967,1,0,0,0,93,93,122,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,4,0.24726,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,58.0000208,-77.33334637,1,0,0,response3disk,7,95,-17.33331478,8.666656196,1,0,0,rectangle,-17.33331478,8.666656196,1,0,0,4,4,0.00231,-17.33331478,8.666656196,1,0,0,0,94,94,41,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,5,0.166715,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,55.33335406,-48.00001216,1,0,0,response3disk,5,96,2.000019133,3.99998939,1,0,0,rectangle,2.000019133,3.99998939,1,0,0,4,5,0.003585,2.000019133,3.99998939,1,0,0,0,95,95,49,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,5,0.233985,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,71.33335453,-66.0000127,1,0,0,response3disk,1,97,-8.666607161,7.99998951,1,0,0,rectangle,-8.666607161,7.99998951,1,0,0,4,7,0.00145,-8.666607161,7.99998951,1,0,0,0,96,96,85,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,6,0.099645,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,52.00002062,25.99999005,1,0,0,response1disk,1,98,8.666685998,-1.333344102,1,0,0,rectangle,8.666685998,-1.333344102,1,0,0,4,0,0.002135,8.666685998,-1.333344102,1,0,0,0,97,97,115,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,0.58825,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,16.66668624,31.33330319,1,0,0,response1disk,1,99,10.66668606,8.666656196,1,0,0,rectangle,10.66668606,8.666656196,1,0,0,4,2,0.001,10.66668606,8.666656196,1,0,0,0,98,98,74,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,2,1.59972,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,-44.66660823,-16.00001121,1,0,0,response5disk,4,100,13.33339349,-5.333344221,1,0,0,rectangle,13.33339349,-5.333344221,1,0,0,4,1,0.001325,13.33339349,-5.333344221,1,0,0,0,99,99,127,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,1,1.085135,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,-38.66660806,36.66665703,1,0,0,response7disk,2,101,3.333393196,-4.666677535,1,0,0,rectangle,3.333393196,-4.666677535,1,0,0,4,0,0.005275,3.333393196,-4.666677535,1,0,0,0,100,100,142,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,1,0.85416,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,-46.66660829,19.99998987,1,0,0,response7disk,8,102,-18.66660746,11.33332294,1,0,0,rectangle,-18.66660746,11.33332294,1,0,0,4,7,0.00216,-18.66660746,11.33332294,1,0,0,0,101,101,35,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,4,0.203145,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,52.00002062,-62.00001258,1,0,0,response3disk,3,103,4.666685879,1.333322644,1,0,0,rectangle,4.666685879,1.333322644,1,0,0,4,3,0.001225,4.666685879,1.333322644,1,0,0,0,102,102,119,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,5,0.2714,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,strong,52.00002062,-40.00001192,1,0,0,response3disk,5,104,2.66668582,5.333322763,1,0,0,rectangle,2.66668582,5.333322763,1,0,0,4,2,0.002045,2.66668582,5.333322763,1,0,0,0,103,103,156,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dbc433e82849c1eb0c400b5,606c0d40f58e2c56c765ad1d,2021-04-06_09h27.11.983,Colour_Similarity_Experiment,2020.2.10,Win32,60,6067542a4a25243f4d7d4fcf,17.85185268,17.212375,16.65099034,16.6761352,16.64611973,16.6761352,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,0.28793,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,17.33339361,34.66665697,1,0,0,response1disk,8,105,-4.666607042,-8.666677654,1,0,0,rectangle,-4.666607042,-8.666677654,1,0,0,4,2,0.000445,-4.666607042,-8.666677654,1,0,0,0,104,104,3,1,0,,,,,,,,,,,,,,,,,,,,,
