key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,X Scale,ratio_pxpermm,screen_size_x,screen_size_y,testsize,key_resp_3.keys,key_resp_4.keys,key_resp_4.rt,line_size,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_12.keys,key_resp_12.rt,key_resp_11.keys,key_resp_11.rt,key_resp_18.keys,key_resp_18.rt,key_resp_21.keys,key_resp_21.rt,key_resp_13.keys,key_resp_13.rt,key_resp_19.keys,key_resp_19.rt,ballposx,viewer_distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,realFrameRate1,realFrameRate2,realFrameRate3,realFrameRate4,realFrameRate5,realFrameRate,viewerdistancecm,DVA_to_distance,radius_F,radius_P,r_F,R_P,key_resp_20.keys,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Colour_1,Ecc,maskCon,mask_frames,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,Colour_2,similarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,mouse_7.clicked_name,catchprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,Colour1,maskCon1,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,trialnumber,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,response_time_catch,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Catch,mouse_3.clicked_name,mouse_11.clicked_name,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer7,rt7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,3,1.6368,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,strong,-39,-99,1,0,0,response5disk,3,9,13,17,1,0,0,rectangle,13,17,1,0,0,,4,0.000445,13,17,1,0,0,0,8,8,99,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,3,1.451285,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,-53,-112,1,0,0,response5disk,1,10,19,8,1,0,0,rectangle,19,8,1,0,0,,2,0.000445,19,8,1,0,0,0,9,9,74,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,7,1.80338,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,53,90,1,0,0,response1disk,2,11,1,-2,1,0,0,rectangle,1,-2,1,0,0,,4,0.00044,1,-2,1,0,0,0,10,10,108,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,7,3.956245,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,78,109,1,0,0,response1disk,8,12,17,-14,1,0,0,rectangle,17,-14,1,0,0,,4,6E-05,17,-14,1,0,0,0,11,11,62,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,7,1.518665,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,43,96,1,0,0,response1disk,5,13,-11,-20,1,0,0,rectangle,-11,-20,1,0,0,,1,0.00043,-11,-20,1,0,0,0,12,12,19,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,3,1.353975,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,-53,-111,1,0,0,response5disk,5,14,13,4,1,0,0,rectangle,13,4,1,0,0,,4,0.000435,13,4,1,0,0,0,13,13,66,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,3,1.409505,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,-51,-101,1,0,0,response5disk,2,15,15,17,1,0,0,rectangle,15,17,1,0,0,,3,0.00044,15,17,1,0,0,0,14,14,24,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,7,2.011705,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,48,95,1,0,0,response1disk,9,16,-14,-6,1,0,0,rectangle,-14,-6,1,0,0,,4,0.000435,-14,-6,1,0,0,0,15,15,39,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,7,1.039455,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,strong,49,89,1,0,0,response1disk,7,17,-10,-13,1,0,0,rectangle,-10,-13,1,0,0,,7,0.000445,-10,-13,1,0,0,0,16,16,34,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,7,3.76173,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,58,98,1,0,0,response1disk,3,18,12,-2,1,0,0,rectangle,12,-2,1,0,0,,5,0.00043,12,-2,1,0,0,0,17,17,119,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,7,2.504825,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,52,106,1,0,0,response1disk,4,19,-7,-16,1,0,0,rectangle,-7,-16,1,0,0,,6,0.00048,-7,-16,1,0,0,0,18,18,127,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,4,1.27563,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,22,-118,1,0,0,response3disk,9,20,15,2,1,0,0,rectangle,15,2,1,0,0,,4,0.000445,15,2,1,0,0,0,19,19,15,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,7,2.073785,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,59,126,1,0,0,response1disk,4,21,-16,-6,1,0,0,rectangle,-16,-6,1,0,0,,3,0.000425,-16,-6,1,0,0,0,20,20,114,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,3,1.486015,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,weak,-50,-102,1,0,0,response5disk,5,22,13,18,1,0,0,rectangle,13,18,1,0,0,,3,7E-05,13,18,1,0,0,0,21,21,94,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,7,1.770575,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,55,93,1,0,0,response1disk,3,23,-4,-11,1,0,0,rectangle,-99,41,1,0,0,1,1,2.11852,-22,-1,1,0,0,0,22,22,104,1,1,response7disk_3,rectangle,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,7,1.44888,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,strong,39,86,1,0,0,response1disk,6,24,3,11,1,0,0,rectangle,3,11,1,0,0,1,0,0.000465,3,11,1,0,0,0,23,23,58,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,7,1.275555,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,52,82,1,0,0,response1disk,8,25,-2,-12,1,0,0,rectangle,-2,-12,1,0,0,1,0,7E-05,-2,-12,1,0,0,0,24,24,133,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,7,1.400615,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,40,83,1,0,0,response1disk,3,26,-8,-2,1,0,0,rectangle,-8,-2,1,0,0,1,6,0.00045,-8,-2,1,0,0,0,25,25,141,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,3,2.76875,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,-58,-121,1,0,0,response5disk,2,27,-5,7,1,0,0,rectangle,-5,7,1,0,0,1,6,6E-05,-5,7,1,0,0,0,26,26,157,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,7,1.17838,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,70,92,1,0,0,response1disk,7,28,2,-17,1,0,0,rectangle,2,-17,1,0,0,1,3,0.000445,2,-17,1,0,0,0,27,27,41,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,7,0.963115,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,strong,48,91,1,0,0,response1disk,6,29,1,-7,1,0,0,rectangle,1,-7,1,0,0,1,2,0.000415,1,-7,1,0,0,0,28,28,37,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,7,1.673425,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,weak,48,80,1,0,0,response1disk,3,30,8,-16,1,0,0,rectangle,8,-16,1,0,0,1,0,0.00043,8,-16,1,0,0,0,29,29,71,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,7,1.09507,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,37,78,1,0,0,response1disk,3,31,5,2,1,0,0,rectangle,5,2,1,0,0,1,7,0.000805,5,2,1,0,0,0,30,30,77,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,7,0.90963,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,37,80,1,0,0,response1disk,8,32,8,3,1,0,0,rectangle,8,3,1,0,0,1,6,0.000435,8,3,1,0,0,0,31,31,16,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,7,0.94219,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,strong,46,69,1,0,0,response1disk,2,33,7,-3,1,0,0,rectangle,7,-3,1,0,0,1,2,0.000425,7,-3,1,0,0,0,32,32,2,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,7,3.27751,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,weak,39,85,1,0,0,response1disk,4,34,5,3,1,0,0,rectangle,5,3,1,0,0,1,3,0.000425,5,3,1,0,0,0,33,33,78,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,7,3.213115,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,60,93,1,0,0,response1disk,7,35,25,9,1,0,0,rectangle,25,9,1,0,0,1,1,0.00044,25,9,1,0,0,0,34,34,7,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,3,1.56729,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,-41,-116,1,0,0,response5disk,5,36,26,8,1,0,0,rectangle,26,8,1,0,0,1,1,6E-05,26,8,1,0,0,0,35,35,101,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,0,1.96315,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,weak,-38,97,1,0,0,response7disk,4,37,-23,-7,1,0,0,rectangle,-23,-7,1,0,0,1,2,0.00043,-23,-7,1,0,0,0,36,36,54,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,7,1.10184,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,60,128,1,0,0,response1disk,5,38,8,9,1,0,0,rectangle,8,9,1,0,0,1,5,0.00042,8,9,1,0,0,0,37,37,92,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,7,1.074335,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,strong,45,90,1,0,0,response1disk,2,39,2,-7,1,0,0,rectangle,2,-7,1,0,0,1,0,0.00048,2,-7,1,0,0,0,38,38,22,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,0,1.354025,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,-39,103,1,0,0,response7disk,2,40,-7,8,1,0,0,rectangle,-7,8,1,0,0,1,2,0.00043,-7,8,1,0,0,0,39,39,14,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,0,1.442345,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,-44,88,1,0,0,response7disk,9,41,6,-9,1,0,0,rectangle,6,-9,1,0,0,1,0,0.00044,6,-9,1,0,0,0,40,40,17,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,0,1.298435,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,-39,91,1,0,0,response7disk,7,42,-1,-16,1,0,0,rectangle,-1,-16,1,0,0,1,4,0.000415,-1,-16,1,0,0,0,41,41,51,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,3,1.60404,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,strong,-55,-120,1,0,0,response5disk,5,43,16,15,1,0,0,rectangle,16,15,1,0,0,1,1,0.00042,16,15,1,0,0,0,42,42,152,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,0,3.095045,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,-46,85,1,0,0,response7disk,9,44,-18,-9,1,0,0,rectangle,-18,-9,1,0,0,1,0,0.00042,-18,-9,1,0,0,0,43,43,75,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fbeeac30413241531d2a6ab,60684145a7ce64b42b4e022e,2021-04-03_12h19.54.928,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,6.99747191,6.98131424,6.953184979,7.758333334,6.943804781,6.98131424,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,3,1.33355,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,-37,-96,1,0,0,response5disk,4,45,3,-4,1,0,0,rectangle,3,-4,1,0,0,1,1,0.00043,3,-4,1,0,0,0,44,44,33,1,0,,,,,,,,,,,,,,,,,,,,,
