key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,X Scale,ratio_pxpermm,screen_size_x,screen_size_y,testsize,key_resp_3.keys,key_resp_4.keys,key_resp_4.rt,line_size,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_12.keys,key_resp_12.rt,key_resp_11.keys,key_resp_11.rt,key_resp_18.keys,key_resp_18.rt,key_resp_21.keys,key_resp_21.rt,key_resp_13.keys,key_resp_13.rt,key_resp_19.keys,key_resp_19.rt,ballposx,viewer_distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,realFrameRate1,realFrameRate2,realFrameRate3,realFrameRate4,realFrameRate5,realFrameRate,viewerdistancecm,DVA_to_distance,radius_F,radius_P,r_F,R_P,key_resp_20.keys,key_resp_20.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Colour_1,Ecc,maskCon,mask_frames,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,Colour_2,similarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.clicked_name,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.clicked_name,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,catchprac,key_resp_22.keys,key_resp_22.rt,Colour1,maskCon1,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,trialnumber,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,response_time_catch,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Catch,mouse_3.clicked_name,mouse_11.clicked_name,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer7,rt7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,0,2.35002,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,-52,91,1,0,0,response7disk,4,46,-17,7,1,0,0,rectangle,-17,7,1,0,0,1,1,0.00188,-17,7,1,0,0,0,45,45,43,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,0,2.100035,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,-49,88,1,0,0,response7disk,7,47,3,4,1,0,0,rectangle,3,4,1,0,0,1,6,0.001155,3,4,1,0,0,0,46,46,38,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,6,1.31649,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,78,40,1,0,0,response1disk,4,48,5,-12,1,0,0,rectangle,5,-12,1,0,0,1,5,0.001125,5,-12,1,0,0,0,47,47,30,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,3,3.116635,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,-51,-98,1,0,0,response5disk,6,49,28,5,1,0,0,rectangle,28,5,1,0,0,1,6,0.0013,28,5,1,0,0,0,48,48,47,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,4,1.70005,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,46,-101,1,0,0,response3disk,8,50,-11,11,1,0,0,rectangle,-11,11,1,0,0,1,3,0.00175,-11,11,1,0,0,0,49,49,140,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,6,1.229435,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,78,31,1,0,0,response1disk,2,51,-3,-1,1,0,0,rectangle,-3,-1,1,0,0,1,7,0.001915,-3,-1,1,0,0,0,50,50,142,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,6,1.279235,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,strong,76,55,1,0,0,response1disk,4,52,-4,11,1,0,0,rectangle,-4,11,1,0,0,1,1,0.001535,-4,11,1,0,0,0,51,51,135,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,5,5.846005,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,96,-39,1,0,0,response3disk,5,53,-10,-2,1,0,0,rectangle,-10,-2,1,0,0,1,1,0.00025,-10,-2,1,0,0,0,52,52,101,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,3,2.36251,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,strong,-63,-108,1,0,0,response5disk,8,54,16,-10,1,0,0,rectangle,16,-10,1,0,0,1,7,0.00174,16,-10,1,0,0,0,53,53,27,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,6,1.46255,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,83,43,1,0,0,response1disk,2,55,-4,-2,1,0,0,rectangle,-4,-2,1,0,0,1,0,0.00179,-4,-2,1,0,0,0,54,54,112,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,0,1.615695,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,-48,96,1,0,0,response7disk,1,56,-14,6,1,0,0,rectangle,-14,6,1,0,0,1,0,0.00019,-14,6,1,0,0,0,55,55,46,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,0,4.446275,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,-34,105,1,0,0,response7disk,5,57,-1,9,1,0,0,rectangle,-1,9,1,0,0,1,4,0.001245,-1,9,1,0,0,0,56,56,59,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,0,1.849985,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,-54,93,1,0,0,response7disk,4,58,-3,0,1,0,0,rectangle,-3,0,1,0,0,1,2,0.00122,-3,0,1,0,0,0,57,57,8,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,4,1.616565,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,strong,37,-106,1,0,0,response3disk,6,59,-2,0,1,0,0,rectangle,-2,0,1,0,0,1,0,0.00125,-2,0,1,0,0,0,58,58,31,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,2,2.516675,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,-84,-50,1,0,0,response5disk,6,60,4,-1,1,0,0,rectangle,4,-1,1,0,0,1,5,0.00267,4,-1,1,0,0,0,59,59,113,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,0,1.566615,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,weak,-46,97,1,0,0,response7disk,2,61,9,4,1,0,0,rectangle,9,4,1,0,0,1,4,0.00139,9,4,1,0,0,0,60,60,129,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,6,1.616445,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,89,47,1,0,0,response1disk,6,62,-2,-6,1,0,0,rectangle,-2,-6,1,0,0,1,7,0.003185,-2,-6,1,0,0,0,61,61,117,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,1.58333,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,50,92,1,0,0,response1disk,9,63,14,-4,1,0,0,rectangle,14,-4,1,0,0,1,0,0.001175,14,-4,1,0,0,0,62,62,106,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,3,1.75011,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,-48,-84,1,0,0,response5disk,6,64,-7,-6,1,0,0,rectangle,-7,-6,1,0,0,1,5,0.00193,-7,-6,1,0,0,0,63,63,40,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,1,0.98335,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,-83,26,1,0,0,response7disk,5,65,-11,-12,1,0,0,rectangle,-11,-12,1,0,0,1,3,0.001025,-11,-12,1,0,0,0,64,64,116,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,0,1.500915,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,-34,93,1,0,0,response7disk,8,66,-18,-18,1,0,0,rectangle,-18,-18,1,0,0,1,0,0.001265,-18,-18,1,0,0,0,65,65,65,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,4,2.17913,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,97,-106,1,0,0,response3disk,3,67,18,-8,1,0,0,rectangle,18,-8,1,0,0,1,6,0.00143,18,-8,1,0,0,0,66,66,26,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,7,1.2993,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,70,90,1,0,0,response1disk,4,68,13,15,1,0,0,rectangle,13,15,1,0,0,1,7,0.00068,13,15,1,0,0,0,67,67,145,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,4,2.133355,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,40,-117,1,0,0,response3disk,9,69,-12,4,1,0,0,rectangle,-12,4,1,0,0,1,5,0.001115,-12,4,1,0,0,0,68,68,90,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,4,0.96664,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,strong,29,-104,1,0,0,response3disk,9,70,-6,-3,1,0,0,rectangle,-6,-3,1,0,0,1,3,0.001385,-6,-3,1,0,0,0,69,69,155,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,1,1.24996,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,-116,58,1,0,0,response7disk,5,71,-27,4,1,0,0,rectangle,-27,4,1,0,0,1,6,0.00125,-27,4,1,0,0,0,70,70,126,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,1.150095,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,57,91,1,0,0,response1disk,3,72,28,11,1,0,0,rectangle,28,11,1,0,0,1,6,9.5E-05,28,11,1,0,0,0,71,71,4,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,0,1.299915,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,-42,95,1,0,0,response7disk,6,73,0,-7,1,0,0,rectangle,0,-7,1,0,0,1,4,0.001305,0,-7,1,0,0,0,72,72,148,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,1.066555,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,58,87,1,0,0,response1disk,2,74,21,19,1,0,0,rectangle,21,19,1,0,0,6,0,0.001255,21,19,1,0,0,0,73,73,14,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,2,1.833195,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,-85,-43,1,0,0,response5disk,1,75,-13,19,1,0,0,rectangle,-13,19,1,0,0,6,7,0.00113,-13,19,1,0,0,0,74,74,125,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,1,0.966545,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,-91,47,1,0,0,response7disk,2,76,-25,11,1,0,0,rectangle,-25,11,1,0,0,6,5,0.001015,-25,11,1,0,0,0,75,75,93,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,2,3.35003,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,-103,-37,1,0,0,response5disk,9,77,4,-2,1,0,0,rectangle,4,-2,1,0,0,6,2,0.0021,4,-2,1,0,0,0,76,76,39,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,0,1.5832,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,-48,76,1,0,0,response7disk,5,78,-9,-3,1,0,0,rectangle,-9,-3,1,0,0,6,6,0.00198,-9,-3,1,0,0,0,77,77,128,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,1,2.266755,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,-76,52,1,0,0,response7disk,7,79,9,0,1,0,0,rectangle,9,0,1,0,0,6,0,0.003145,9,0,1,0,0,0,78,78,87,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,4,1.383325,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,49,-108,1,0,0,response3disk,8,80,4,0,1,0,0,rectangle,4,0,1,0,0,6,3,0.001345,4,0,1,0,0,0,79,79,124,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,1,3.399845,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,weak,-77,30,1,0,0,response7disk,1,81,4,0,1,0,0,rectangle,4,0,1,0,0,6,5,0.001725,4,0,1,0,0,0,80,80,57,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f07759f859dcb38b8d4c6b5,6068418d036f27812f552542,2021-04-03_13h21.20.106,Colour_Similarity_Experiment,2020.2.10,Win32,60,60674ec340277cd6a308bc9f,17.12817949,16.6656401,16.6948517,16.66496449,16.94588521,16.6948517,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,1,1.99996,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,weak,-76,32,1,0,0,response7disk,1,82,-7,2,1,0,0,rectangle,41,111,1,0,0,7,7,5.000395,-21,0,1,0,0,0,81,81,159,1,1,response1disk_3,rectangle,,,,,,,,,,,,,,,,,,,
