key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,X Scale,ratio_pxpermm,screen_size_x,screen_size_y,testsize,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,line_size,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_12.keys,key_resp_12.rt,key_resp_11.keys,key_resp_11.rt,key_resp_18.keys,key_resp_18.rt,key_resp_21.keys,key_resp_21.rt,key_resp_13.keys,key_resp_13.rt,key_resp_19.keys,key_resp_19.rt,ballposx,viewer_distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,realFrameRate1,realFrameRate2,realFrameRate3,realFrameRate4,realFrameRate5,realFrameRate,viewerdistancecm,DVA_to_distance,radius_F,radius_P,r_F,R_P,key_resp_20.keys,key_resp_20.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Colour_1,Ecc,mask_frames,maskCon,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,Colour_2,similarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,mouse_7.clicked_name,catchprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,Colour1,maskCon1,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,trialnumber,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,response_time_catch,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Catch,mouse_3.clicked_name,mouse_11.clicked_name,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer7,rt7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,3,1.566765,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,-25.33321456,-66.00002342,1,0,0,response5disk,9,72,-11.33321414,5.999978721,1,0,0,rectangle,-11.33321414,5.999978721,1,0,0,7,0,0.00041,-11.33321414,5.999978721,1,0,0,0,71,71,79,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,0.76671,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,54.00003976,-84.66669065,1,0,0,response3disk,6,73,16.66678669,3.333311975,1,0,0,rectangle,16.66678669,3.333311975,1,0,0,7,6,0.00041,16.66678669,3.333311975,1,0,0,0,72,72,144,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,0.750005,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,44.66678753,-99.33335775,1,0,0,response3disk,8,74,-8.666628778,7.333312094,1,0,0,rectangle,-8.666628778,7.333312094,1,0,0,7,0,0.000405,-8.666628778,7.333312094,1,0,0,0,73,73,124,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,3,1.66684,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,-39.33321498,-94.00002426,1,0,0,response5disk,1,75,-7.333214025,-17.33335531,1,0,0,rectangle,-7.333214025,-17.33335531,1,0,0,7,0,0.000065,-7.333214025,-17.33335531,1,0,0,0,74,74,111,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,0.73334,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,strong,27.33337229,-88.66669077,1,0,0,response3disk,8,76,4.000038266,3.333311975,1,0,0,rectangle,4.000038266,3.333311975,1,0,0,7,3,0.000455,4.000038266,3.333311975,1,0,0,0,75,75,27,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,0.51672,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,49.33337295,-50.66668963,1,0,0,response3disk,2,77,24.66678693,-10.66668844,1,0,0,rectangle,24.66678693,-10.66668844,1,0,0,7,5,0.000385,24.66678693,-10.66668844,1,0,0,0,76,76,93,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,0.15001,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,strong,58.00003988,-116.0000249,1,0,0,response3disk,5,78,14.00003856,-2.14577E-05,1,0,0,rectangle,14.00003856,-2.14577E-05,1,0,0,7,7,0.001005,14.00003856,-2.14577E-05,1,0,0,0,77,77,152,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,0.30031,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,weak,51.33337301,-83.33335727,1,0,0,response3disk,3,79,5.333371639,-12.00002182,1,0,0,rectangle,5.333371639,-12.00002182,1,0,0,7,7,5.5E-05,5.333371639,-12.00002182,1,0,0,0,78,78,71,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,0.783305,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,34.66678723,-100.0000244,1,0,0,response3disk,2,80,13.33337188,-15.33335525,1,0,0,rectangle,13.33337188,-15.33335525,1,0,0,7,2,0.000415,13.33337188,-15.33335525,1,0,0,0,79,79,130,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,6,1.650115,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,83.33337396,45.33331323,1,0,0,response1disk,9,81,-14.66662896,-16.00002193,1,0,0,rectangle,-89.99996454,45.33331323,1,0,0,1,1,2.000455,-29.99996275,-23.33335549,1,0,0,0,80,80,160,1,1,response7disk_3,rectangle,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,0.849875,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,43.33337277,-115.3333582,1,0,0,response3disk,6,82,5.333371639,-4.666688263,1,0,0,rectangle,5.333371639,-4.666688263,1,0,0,1,1,6E-05,5.333371639,-4.666688263,1,0,0,0,81,81,0,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,0.766665,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,27.33337229,-74.00002366,1,0,0,response3disk,7,83,4.666786333,5.999978721,1,0,0,rectangle,4.666786333,5.999978721,1,0,0,1,0,0.00042,4.666786333,5.999978721,1,0,0,0,82,82,87,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,0.36671,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,44.66678753,-76.00002372,1,0,0,response3disk,5,84,3.8147E-05,2.666645288,1,0,0,rectangle,3.8147E-05,2.666645288,1,0,0,1,3,0.00037,3.8147E-05,2.666645288,1,0,0,0,83,83,28,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,0.316675,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,35.33337253,-92.0000242,1,0,0,response3disk,5,85,3.8147E-05,-6.666688323,1,0,0,rectangle,3.8147E-05,-6.666688323,1,0,0,1,2,0.00042,3.8147E-05,-6.666688323,1,0,0,0,84,84,19,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,3,1.15003,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,-37.33321492,-91.33335751,1,0,0,response5disk,3,86,22.66678687,-22.00002211,1,0,0,rectangle,22.66678687,-22.00002211,1,0,0,5,1,0.00041,22.66678687,-22.00002211,1,0,0,0,85,85,25,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,0.93341,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,52.0000397,-102.6666912,1,0,0,response3disk,4,87,10.00003844,-6.666688323,1,0,0,rectangle,10.00003844,-6.666688323,1,0,0,5,0,0.00041,10.00003844,-6.666688323,1,0,0,0,86,86,8,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,3,0.95005,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,-34.66662955,-84.66669065,1,0,0,response5disk,6,88,16.00003862,-8.666688383,1,0,0,rectangle,16.00003862,-8.666688383,1,0,0,5,1,0.000395,16.00003862,-8.666688383,1,0,0,0,87,87,95,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,1.198705,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,strong,23.33337218,-85.33335733,1,0,0,response3disk,3,89,12.0000385,-9.333355069,1,0,0,rectangle,12.0000385,-9.333355069,1,0,0,5,5,0.000385,12.0000385,-9.333355069,1,0,0,0,88,88,154,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,0.18337,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,46.00003952,-83.33335727,1,0,0,response3disk,3,90,15.33337194,-16.66668862,1,0,0,rectangle,15.33337194,-16.66668862,1,0,0,5,5,0.000065,15.33337194,-16.66668862,1,0,0,0,89,89,1,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,0.283365,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,46.66678758,-83.33335727,1,0,0,response3disk,5,91,22.66678687,-18.66668868,1,0,0,rectangle,22.66678687,-18.66668868,1,0,0,5,1,0.000375,22.66678687,-18.66668868,1,0,0,0,90,90,49,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,0.349935,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,50.6667877,-114.6666915,1,0,0,response3disk,8,92,2.666786273,-6.000021636,1,0,0,rectangle,2.666786273,-6.000021636,1,0,0,5,3,0.00038,2.666786273,-6.000021636,1,0,0,0,91,91,6,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,0.316635,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,55.33337313,-93.33335757,1,0,0,response3disk,5,93,16.00003862,-1.333354831,1,0,0,rectangle,16.00003862,-1.333354831,1,0,0,5,6,0.00041,16.00003862,-1.333354831,1,0,0,0,92,92,134,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,3,0.533235,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,-29.99996275,-80.66669053,1,0,0,response5disk,5,94,4.666786333,5.999978721,1,0,0,rectangle,4.666786333,5.999978721,1,0,0,5,5,0.000375,4.666786333,5.999978721,1,0,0,0,93,93,101,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,3,0.450015,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,-42.66662979,-75.33335704,1,0,0,response5disk,3,95,15.33337194,-8.000021696,1,0,0,rectangle,15.33337194,-8.000021696,1,0,0,5,7,0.000395,15.33337194,-8.000021696,1,0,0,0,94,94,69,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,0.43287,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,strong,32.66678717,-61.33335662,1,0,0,response3disk,7,96,13.33337188,-7.33335501,1,0,0,rectangle,13.33337188,-7.33335501,1,0,0,5,7,0.00006,13.33337188,-7.33335501,1,0,0,0,95,95,34,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,0.316585,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,strong,44.00003946,-84.66669065,1,0,0,response3disk,7,97,-4.666628659,2.666645288,1,0,0,rectangle,-4.666628659,2.666645288,1,0,0,5,0,0.00041,-4.666628659,2.666645288,1,0,0,0,96,96,86,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,0.533365,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,45.33337283,-106.6666913,1,0,0,response3disk,2,98,0.666786214,-12.6666885,1,0,0,rectangle,-96.6666314,-39.33335596,1,0,0,5,2,2.21675,20.00003874,-2.14577E-05,1,0,0,0,97,97,55,1,1,response5disk_3,rectangle,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,1.86744,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,30.00003904,-74.00002366,1,0,0,response3disk,8,99,-13.99996227,-2.666688204,1,0,0,rectangle,-13.99996227,-2.666688204,1,0,0,5,6,0.00043,-13.99996227,-2.666688204,1,0,0,0,98,98,133,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,5,2.933565,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,103.3333746,-42.6666894,1,0,0,response3disk,7,100,2.000038207,4.666645348,1,0,0,rectangle,2.000038207,4.666645348,1,0,0,5,6,5E-05,2.000038207,4.666645348,1,0,0,0,99,99,100,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,3,0.91467,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,weak,-43.3332151,-96.66669101,1,0,0,response5disk,7,101,10.00003844,-5.33335495,1,0,0,rectangle,10.00003844,-5.33335495,1,0,0,5,5,0.000395,10.00003844,-5.33335495,1,0,0,0,100,100,23,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,3,0.783405,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,-41.33321504,-68.66669017,1,0,0,response5disk,1,102,-6.666628718,9.99997884,1,0,0,rectangle,-6.666628718,9.99997884,1,0,0,5,0,0.00037,-6.666628718,9.99997884,1,0,0,0,101,101,131,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,0.283305,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,strong,36.00003922,-77.3333571,1,0,0,response3disk,7,103,-16.66662902,1.999978602,1,0,0,rectangle,-16.66662902,1.999978602,1,0,0,5,3,0.000385,-16.66662902,1.999978602,1,0,0,0,102,102,137,1,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4b679dff74970001256d36,606a0f9a7f6602c70cdb5971,2021-04-04_20h13.04.445,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.15491903,16.70967049,16.66633663,16.66528317,16.66775223,16.66775223,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,6,1.816745,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,74.00004035,26.666646,1,0,0,response1disk,3,104,-10.66662884,1.333311915,1,0,0,rectangle,-10.66662884,1.333311915,1,0,0,5,7,0.00041,-10.66662884,1.333311915,1,0,0,0,103,103,89,1,0,,,,,,,,,,,,,,,,,,,,,
