key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,X Scale,ratio_pxpermm,screen_size_x,screen_size_y,testsize,key_resp_3.keys,key_resp_4.keys,key_resp_4.rt,line_size,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_12.keys,key_resp_12.rt,key_resp_11.keys,key_resp_11.rt,key_resp_18.keys,key_resp_18.rt,key_resp_21.keys,key_resp_21.rt,key_resp_13.keys,key_resp_13.rt,key_resp_19.keys,key_resp_19.rt,ballposx,viewer_distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,realFrameRate1,realFrameRate2,realFrameRate3,realFrameRate4,realFrameRate5,realFrameRate,viewerdistancecm,DVA_to_distance,radius_F,radius_P,r_F,R_P,key_resp_20.keys,key_resp_20.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Colour_1,Ecc,mask_frames,maskCon,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,Colour_2,similarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,mouse_7.clicked_name,catchprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,Colour1,maskCon1,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,trialnumber,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,catchresponse,catchnumber,response_time_catch,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Catch,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer7,rt7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,5,1.46162,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,strong,70,-33,1,0,0,response3disk,4,45,-1,-6,1,0,0,rectangle,-1,-6,1,0,0,,3,1,0.000505,-1,-6,1,0,0,,0,44,44,135,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,5,1.6528,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,74,-52,1,0,0,response3disk,7,46,9,-14,1,0,0,rectangle,9,-14,1,0,0,,3,0,0.0026,9,-14,1,0,0,,0,45,45,100,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,1.72589,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,47,-57,1,0,0,response3disk,7,47,9,2,1,0,0,rectangle,9,2,1,0,0,,3,0,0.001,9,2,1,0,0,,0,46,46,63,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,2.05159,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,25,-47,1,0,0,response3disk,5,48,13,-11,1,0,0,rectangle,13,-11,1,0,0,,3,7,0.00251,13,-11,1,0,0,,0,47,47,128,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,1,1.53886,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,-72,27,1,0,0,response7disk,3,49,1,-5,1,0,0,rectangle,1,-5,1,0,0,,3,2,0.00274,1,-5,1,0,0,,0,48,48,77,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,5,1.64842,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,46,-45,1,0,0,response3disk,9,50,4,-15,1,0,0,rectangle,4,-15,1,0,0,,3,7,0.00289,4,-15,1,0,0,,0,49,49,39,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,2,1.235085,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,strong,-58,-40,1,0,0,response5disk,5,51,3,0,1,0,0,rectangle,3,0,1,0,0,,3,1,0.00291,3,0,1,0,0,,0,50,50,156,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,1,1.930505,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,strong,-61,27,1,0,0,response7disk,6,52,-1,4,1,0,0,rectangle,-1,4,1,0,0,,3,2,0.00407,-1,4,1,0,0,,0,51,51,31,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,2,1.52898,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,-79,-34,1,0,0,response5disk,1,53,-3,-10,1,0,0,rectangle,-3,-10,1,0,0,,3,6,0.002845,-3,-10,1,0,0,,0,52,52,111,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,2,1.62262,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,-50,-29,1,0,0,response5disk,3,54,-15,-8,1,0,0,rectangle,-15,-8,1,0,0,,3,7,0.003885,-15,-8,1,0,0,,0,53,53,69,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,1.53467,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,strong,15,-43,1,0,0,response3disk,8,55,-6,5,1,0,0,rectangle,-51,37,1,0,0,response7disk_3,1,1,1.850735,-2,1,1,0,0,rectangle,0,54,54,97,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,2.315045,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,52,-86,1,0,0,response3disk,8,56,-4,4,1,0,0,rectangle,-4,4,1,0,0,,1,0,0.00449,-4,4,1,0,0,,0,55,55,140,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,2,1.202665,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,strong,-87,-48,1,0,0,response5disk,9,57,-11,0,1,0,0,rectangle,-11,0,1,0,0,,1,3,0.007185,-11,0,1,0,0,,0,56,56,105,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,5,1.383265,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,100,-99,1,0,0,response3disk,5,58,-2,-5,1,0,0,rectangle,-2,-5,1,0,0,,1,1,0.004755,-2,-5,1,0,0,,0,57,57,28,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,1.26486,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,78,-118,1,0,0,response3disk,3,59,-14,14,1,0,0,rectangle,-14,14,1,0,0,,1,5,0.00315,-14,14,1,0,0,,0,58,58,119,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,2.015585,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,strong,20,-47,1,0,0,response3disk,3,60,8,-5,1,0,0,rectangle,8,-5,1,0,0,,1,0,0.003735,8,-5,1,0,0,,0,59,59,73,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,3,1.51049,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,weak,-32,-58,1,0,0,response5disk,7,61,-5,-7,1,0,0,rectangle,-5,-7,1,0,0,,1,4,0.00313,-5,-7,1,0,0,,0,60,60,146,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,1.663985,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,29,-36,1,0,0,response3disk,7,62,12,-5,1,0,0,rectangle,12,-5,1,0,0,,1,3,0.00425,12,-5,1,0,0,,0,61,61,107,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,5,1.316075,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,59,-28,1,0,0,response3disk,8,63,-1,6,1,0,0,rectangle,-1,6,1,0,0,,1,5,0.00383,-1,6,1,0,0,,0,62,62,6,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,1.51985,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,21,-47,1,0,0,response3disk,9,64,2,2,1,0,0,rectangle,2,2,1,0,0,,1,4,0.00314,2,2,1,0,0,,0,63,63,15,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,3,1.27731,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,strong,-43,-77,1,0,0,response5disk,2,65,-1,0,1,0,0,rectangle,-1,0,1,0,0,,1,1,0.003465,-1,0,1,0,0,,0,64,64,2,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,1.366845,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,15,-44,1,0,0,response3disk,8,66,1,-2,1,0,0,rectangle,1,-2,1,0,0,,1,2,0.00418,1,-2,1,0,0,,0,65,65,133,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,1.85286,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,weak,21,-85,1,0,0,response3disk,1,67,-3,-8,1,0,0,rectangle,-3,-8,1,0,0,,1,4,0.00265,-3,-8,1,0,0,,0,66,66,57,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,3,1.86718,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,weak,-22,-66,1,0,0,response5disk,4,68,6,6,1,0,0,rectangle,6,6,1,0,0,,1,4,0.001035,6,6,1,0,0,,0,67,67,54,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,6,1.754585,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,84,26,1,0,0,response1disk,1,69,31,7,1,0,0,rectangle,31,7,1,0,0,,1,5,0.0042,31,7,1,0,0,,0,68,68,115,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,6,1.454555,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,70,28,1,0,0,response1disk,1,70,18,1,1,0,0,rectangle,18,1,1,0,0,,1,7,0.00287,18,1,1,0,0,,0,69,69,46,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,5,2.497735,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,54,-29,1,0,0,response3disk,7,71,17,-6,1,0,0,rectangle,17,-6,1,0,0,,1,3,0.003015,17,-6,1,0,0,,0,70,70,41,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,1.399995,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,43,-66,1,0,0,response3disk,9,72,8,1,1,0,0,rectangle,8,1,1,0,0,,1,5,0.00463,8,1,1,0,0,,0,71,71,143,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,1.554565,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,37,-82,1,0,0,response3disk,5,73,10,-2,1,0,0,rectangle,10,-2,1,0,0,,1,7,0.004615,10,-2,1,0,0,,0,72,72,147,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,1.142965,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,27,-108,1,0,0,response3disk,7,74,24,-2,1,0,0,rectangle,24,-2,1,0,0,,1,5,0.007365,24,-2,1,0,0,,0,73,73,121,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,5,1.607545,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,48,-36,1,0,0,response3disk,8,75,11,-7,1,0,0,rectangle,11,-7,1,0,0,,1,1,0.003105,11,-7,1,0,0,,0,74,74,16,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,3,1.358595,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,-22,-60,1,0,0,response5disk,1,76,8,-12,1,0,0,rectangle,8,-12,1,0,0,,1,6,0.002555,8,-12,1,0,0,,0,75,75,85,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,5,1.59692,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,50,-28,1,0,0,response3disk,8,77,11,-3,1,0,0,rectangle,11,-3,1,0,0,,1,0,0.00279,11,-3,1,0,0,,0,76,76,52,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,5,1.408455,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,weak,46,-26,1,0,0,response3disk,3,78,4,12,1,0,0,rectangle,4,12,1,0,0,,1,4,0.002565,4,12,1,0,0,,0,77,77,71,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,3,1.24705,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,-29,-51,1,0,0,response5disk,5,79,15,12,1,0,0,rectangle,15,12,1,0,0,,1,0,0.00302,15,12,1,0,0,,0,78,78,116,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,2,1.268955,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,-63,-28,1,0,0,response5disk,7,80,-15,-1,1,0,0,rectangle,-15,-1,1,0,0,,1,6,0.003465,-15,-1,1,0,0,,0,79,79,18,1,0,,,,,,,,,,,,,,,,,,,
