key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,X Scale,ratio_pxpermm,screen_size_x,screen_size_y,testsize,key_resp_3.keys,key_resp_4.keys,key_resp_4.rt,line_size,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_12.keys,key_resp_12.rt,key_resp_11.keys,key_resp_11.rt,key_resp_18.keys,key_resp_18.rt,key_resp_21.keys,key_resp_21.rt,key_resp_13.keys,key_resp_13.rt,key_resp_19.keys,key_resp_19.rt,ballposx,viewer_distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,realFrameRate1,realFrameRate2,realFrameRate3,realFrameRate4,realFrameRate5,realFrameRate,viewerdistancecm,DVA_to_distance,radius_F,radius_P,r_F,R_P,key_resp_20.keys,key_resp_20.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Colour_1,Ecc,mask_frames,maskCon,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,Colour_2,similarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,mouse_7.clicked_name,catchprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,Colour1,maskCon1,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,trialnumber,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,catchresponse,catchnumber,response_time_catch,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Catch,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer7,rt7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,6,1.776895,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,68,40,1,0,0,response1disk,8,9,17,0,1,0,0,rectangle,17,0,1,0,0,,3,3,0.000535,17,0,1,0,0,,0,8,8,35,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,5,1.54662,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,56,-18,1,0,0,response3disk,1,10,5,-5,1,0,0,rectangle,5,-5,1,0,0,,3,2,0.002655,5,-5,1,0,0,,0,9,9,96,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,5,2.14624,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,77,-58,1,0,0,response3disk,9,11,2,-1,1,0,0,rectangle,56,-26,1,0,0,response3disk_3,5,5,2.18774,21,-4,1,0,0,rectangle,0,10,10,160,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,2,1.373935,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,-44,-32,1,0,0,response5disk,4,12,2,-12,1,0,0,rectangle,2,-12,1,0,0,,5,6,0.003255,2,-12,1,0,0,,0,11,11,84,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,2.2117,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,32,-81,1,0,0,response3disk,3,13,7,6,1,0,0,rectangle,7,6,1,0,0,,5,2,0.00448,7,6,1,0,0,,0,12,12,26,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,3,1.526735,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,-23,-54,1,0,0,response5disk,6,14,16,7,1,0,0,rectangle,16,7,1,0,0,,5,5,0.00324,16,7,1,0,0,,0,13,13,113,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,1,1.66708,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,-56,29,1,0,0,response7disk,5,15,-3,-9,1,0,0,rectangle,-3,-9,1,0,0,,5,1,0.003425,-3,-9,1,0,0,,0,14,14,92,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,3,1.79299,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,-45,-54,1,0,0,response5disk,4,16,1,5,1,0,0,rectangle,1,5,1,0,0,,5,5,0.00362,1,5,1,0,0,,0,15,15,110,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,1.99327,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,26,-73,1,0,0,response3disk,6,17,-10,8,1,0,0,rectangle,-10,8,1,0,0,,5,2,0.003025,-10,8,1,0,0,,0,16,16,120,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,2.292585,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,37,-62,1,0,0,response3disk,8,18,8,-1,1,0,0,rectangle,8,-1,1,0,0,,5,7,0.00482,8,-1,1,0,0,,0,17,17,65,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,3,2.2844,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,-56,-94,1,0,0,response5disk,3,19,15,1,1,0,0,rectangle,15,1,1,0,0,,5,2,0.00325,15,1,1,0,0,,0,18,18,1,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,5,1.84888,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,91,-41,1,0,0,response3disk,4,20,9,7,1,0,0,rectangle,9,7,1,0,0,,5,1,0.003785,9,7,1,0,0,,0,19,19,139,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,6,2.094405,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,weak,41,26,1,0,0,response1disk,1,21,1,0,1,0,0,rectangle,39,70,1,0,0,response1disk_3,7,7,1.74183,6,10,1,0,0,rectangle,0,20,20,159,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,1,1.49335,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,-45,19,1,0,0,response7disk,9,22,-6,-4,1,0,0,rectangle,-6,-4,1,0,0,,7,7,0.00061,-6,-4,1,0,0,,0,21,21,106,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,5,1.44961,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,57,-32,1,0,0,response3disk,2,23,19,-5,1,0,0,rectangle,19,-5,1,0,0,,7,0,0.00493,19,-5,1,0,0,,0,22,22,130,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,5,1.717605,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,weak,57,-31,1,0,0,response3disk,8,24,15,-2,1,0,0,rectangle,15,-2,1,0,0,,7,0,0.000835,15,-2,1,0,0,,0,23,23,153,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,1.85068,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,36,-48,1,0,0,response3disk,3,25,14,-3,1,0,0,rectangle,14,-3,1,0,0,,7,5,0.00331,14,-3,1,0,0,,0,24,24,81,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,5,3.11772,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,weak,95,-62,1,0,0,response3disk,2,26,14,1,1,0,0,rectangle,14,1,1,0,0,,7,1,0.00355,14,1,1,0,0,,0,25,25,129,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,3,1.481285,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,-25,-66,1,0,0,response5disk,3,27,1,10,1,0,0,rectangle,1,10,1,0,0,,7,5,0.002595,1,10,1,0,0,,0,26,26,21,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,6,1.567325,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,strong,44,29,1,0,0,response1disk,6,28,-8,-7,1,0,0,rectangle,-8,-7,1,0,0,,7,7,0.00415,-8,-7,1,0,0,,0,27,27,58,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,6,2.37863,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,90,30,1,0,0,response1disk,8,29,-1,-4,1,0,0,rectangle,-1,-4,1,0,0,,7,1,0.0041,-1,-4,1,0,0,,0,28,28,3,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,2,1.485045,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,-98,-46,1,0,0,response5disk,2,30,-3,-5,1,0,0,rectangle,-3,-5,1,0,0,,7,7,0.00121,-3,-5,1,0,0,,0,29,29,24,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,1.536445,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,22,-53,1,0,0,response3disk,2,31,-10,8,1,0,0,rectangle,-10,8,1,0,0,,7,3,0.004435,-10,8,1,0,0,,0,30,30,157,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,6,1.70109,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,47,34,1,0,0,response1disk,9,32,7,7,1,0,0,rectangle,7,7,1,0,0,,7,5,0.00373,7,7,1,0,0,,0,31,31,90,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,2,1.23451,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,weak,-70,-26,1,0,0,response5disk,6,33,-4,3,1,0,0,rectangle,-4,3,1,0,0,,7,4,0.004955,-4,3,1,0,0,,0,32,32,103,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,2,1.682695,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,-69,-39,1,0,0,response5disk,3,34,0,2,1,0,0,rectangle,45,97,1,0,0,response1disk_3,7,7,1.650145,-9,-4,1,0,0,rectangle,0,33,33,104,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,6,2.283435,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,strong,75,44,1,0,0,response1disk,7,35,-15,-6,1,0,0,rectangle,-15,-6,1,0,0,,7,1,0.00486,-15,-6,1,0,0,,0,34,34,137,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,5,1.58708,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,strong,49,-26,1,0,0,response3disk,2,36,6,-6,1,0,0,rectangle,6,-6,1,0,0,,7,0,0.00301,6,-6,1,0,0,,0,35,35,22,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,1.696645,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,strong,18,-44,1,0,0,response3disk,4,37,9,-15,1,0,0,rectangle,9,-15,1,0,0,,7,4,0.00431,9,-15,1,0,0,,0,36,36,158,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,5,1.480845,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,82,-53,1,0,0,response3disk,2,38,-11,-2,1,0,0,rectangle,102,38,1,0,0,response1disk_3,6,6,3.100515,23,9,1,0,0,rectangle,0,37,37,55,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,3,1.510845,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,-78,-101,1,0,0,response5disk,3,39,11,4,1,0,0,rectangle,11,4,1,0,0,,6,2,0.00266,11,4,1,0,0,,0,38,38,25,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,5,2.198595,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,60,-26,1,0,0,response3disk,4,40,18,-9,1,0,0,rectangle,18,-9,1,0,0,,6,1,0.002895,18,-9,1,0,0,,0,39,39,114,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,1.468535,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,24,-40,1,0,0,response3disk,2,41,20,-8,1,0,0,rectangle,-36,-83,1,0,0,response5disk_3,3,3,1.882425,1,12,1,0,0,rectangle,0,40,40,11,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,6,1.453445,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,64,47,1,0,0,response1disk,1,42,2,-2,1,0,0,rectangle,2,-2,1,0,0,,3,5,0.002795,2,-2,1,0,0,,0,41,41,131,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,6,1.53334,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,55,28,1,0,0,response1disk,1,43,14,2,1,0,0,rectangle,14,2,1,0,0,,3,3,0.004495,14,2,1,0,0,,0,42,42,102,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,3,1.91083,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,strong,-25,-76,1,0,0,response5disk,5,44,15,-7,1,0,0,rectangle,15,-7,1,0,0,,3,1,0.003785,15,-7,1,0,0,,0,43,43,152,1,0,,,,,,,,,,,,,,,,,,,
