key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,X Scale,ratio_pxpermm,screen_size_x,screen_size_y,testsize,key_resp_3.keys,key_resp_4.keys,key_resp_4.rt,line_size,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_12.keys,key_resp_12.rt,key_resp_11.keys,key_resp_11.rt,key_resp_18.keys,key_resp_18.rt,key_resp_21.keys,key_resp_21.rt,key_resp_13.keys,key_resp_13.rt,key_resp_19.keys,key_resp_19.rt,ballposx,viewer_distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,realFrameRate1,realFrameRate2,realFrameRate3,realFrameRate4,realFrameRate5,realFrameRate,viewerdistancecm,DVA_to_distance,radius_F,radius_P,r_F,R_P,key_resp_20.keys,key_resp_20.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Colour_1,Ecc,maskCon,mask_frames,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,Colour_2,similarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.clicked_name,catchprac,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.clicked_name,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,key_resp_22.keys,key_resp_22.rt,Colour1,maskCon1,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,trialnumber,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,catchresponse,catchnumber,Catch,response_time_catch,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer7,rt7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,3,0.437185,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,-50.39994048,-100.8000079,1,0,0,response5disk,1,69,-5.599988639,-6.400006533,1,0,0,rectangle,-5.599988639,-6.400006533,1,0,0,,6,1,0,0.000525,-5.599988639,-6.400006533,1,0,0,,0,68,68,115,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,2,0.56964,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,-59.99998945,-40.00000703,1,0,0,response5disk,1,70,-9.599988699,11.19999373,1,0,0,rectangle,-9.599988699,11.19999373,1,0,0,,6,2,0,0.000575,-9.599988699,11.19999373,1,0,0,,0,69,69,46,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,5,0.59707,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,64.80001241,-37.600007,1,0,0,response3disk,7,71,-7.999988675,10.39999372,1,0,0,rectangle,-7.999988675,10.39999372,1,0,0,,6,4,0,0.000515,-7.999988675,10.39999372,1,0,0,,0,70,70,41,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,2,0.46535,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,-57.59998941,-36.00000697,1,0,0,response5disk,9,72,-2.399939764,-6.4373E-06,1,0,0,rectangle,-2.399939764,-6.4373E-06,1,0,0,,6,2,0,0.00065,-2.399939764,-6.4373E-06,1,0,0,,0,71,71,143,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,3,0.485885,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,-24.79998893,-78.40000761,1,0,0,response5disk,5,73,2.40001148,-1.600006461,1,0,0,rectangle,2.40001148,-1.600006461,1,0,0,,6,2,0,6E-05,2.40001148,-1.600006461,1,0,0,,0,72,72,147,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,5,0.36806,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,65.60001242,-37.600007,1,0,0,response3disk,7,74,1.600060296,-3.200006485,1,0,0,rectangle,1.600060296,-3.200006485,1,0,0,,6,7,0,0.000665,1.600060296,-3.200006485,1,0,0,,0,73,73,121,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,1,0.55354,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,-80.79998976,37.59999412,1,0,0,response7disk,8,75,-23.99998891,8.799993694,1,0,0,rectangle,-23.99998891,8.799993694,1,0,0,,6,0,0,0.00061,-23.99998891,8.799993694,1,0,0,,0,74,74,16,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,7,1.316345,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,48.00001216,74.39999467,1,0,0,response1disk,1,76,-3.999988616,4.799993634,1,0,0,rectangle,-3.999988616,4.799993634,1,0,0,,6,0,0,7.5E-05,-3.999988616,4.799993634,1,0,0,,0,75,75,85,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,2,0.63181,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,-82.39994096,-55.20000726,1,0,0,response5disk,8,77,9.600060415,-3.200006485,1,0,0,rectangle,9.600060415,-3.200006485,1,0,0,,6,4,0,0.001245,9.600060415,-3.200006485,1,0,0,,0,76,76,52,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,5,0.58358,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,weak,64.0000124,-46.40000713,1,0,0,response3disk,3,78,-11.99998873,4.799993634,1,0,0,rectangle,-11.99998873,4.799993634,1,0,0,,6,2,0,0.000845,-11.99998873,4.799993634,1,0,0,,0,77,77,71,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,3,0.89569,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,-19.99998885,-68.00000745,1,0,0,response5disk,5,79,3.200011492,-0.800006449,1,0,0,rectangle,3.200011492,-0.800006449,1,0,0,,6,6,0,0.00089,3.200011492,-0.800006449,1,0,0,,0,78,78,116,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,4,1.284785,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,31.20001191,-65.60000741,1,0,0,response3disk,7,80,9.600060415,-4.000006497,1,0,0,rectangle,9.600060415,-4.000006497,1,0,0,,6,0,0,0.001105,9.600060415,-4.000006497,1,0,0,,0,79,79,18,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,3,0.515975,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,-50.39994048,-61.60000736,1,0,0,response5disk,1,81,4.800011516,5.599993646,1,0,0,rectangle,4.800011516,5.599993646,1,0,0,,6,3,0,0.00074,4.800011516,5.599993646,1,0,0,,0,80,80,53,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,2,0.785245,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,-87.19998986,-43.20000708,1,0,0,response5disk,5,82,3.200011492,3.19999361,1,0,0,rectangle,3.200011492,3.19999361,1,0,0,,6,4,0,0.001195,3.200011492,3.19999361,1,0,0,,0,81,81,80,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,6,1.10125,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,79.20001262,39.99999416,1,0,0,response1disk,7,83,5.600060356,-3.200006485,1,0,0,rectangle,5.600060356,-3.200006485,1,0,0,,6,3,0,0.001015,5.600060356,-3.200006485,1,0,0,,0,82,82,118,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,1.35384,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,38.40001202,71.99999464,1,0,0,response1disk,1,84,8.000011563,8.799993694,1,0,0,rectangle,8.000011563,8.799993694,1,0,0,,6,7,0,0.00059,8.000011563,8.799993694,1,0,0,,0,83,83,9,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,0,1.653065,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,strong,-44.79998922,79.19997033,1,0,0,response7disk,8,85,16.00001168,-7.200006545,1,0,0,rectangle,16.00001168,-7.200006545,1,0,0,,6,0,0,0.000595,16.00001168,-7.200006545,1,0,0,,0,84,84,48,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,5,0.80602,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,81.60001266,-30.40000689,1,0,0,response3disk,9,86,8.000011563,-6.400006533,1,0,0,rectangle,8.000011563,-6.400006533,1,0,0,,6,1,0,0.00062,8.000011563,-6.400006533,1,0,0,,0,85,85,79,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,2,1.26408,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,strong,-65.59998953,-39.20000702,1,0,0,response5disk,5,87,1.14441E-05,-4.800006509,1,0,0,rectangle,1.14441E-05,-4.800006509,1,0,0,,6,6,0,0.000915,1.14441E-05,-4.800006509,1,0,0,,0,86,86,82,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,3,0.63146,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,-38.3999403,-65.60000741,1,0,0,response5disk,3,88,-2.399939764,7.999993682,1,0,0,rectangle,-2.399939764,7.999993682,1,0,0,,6,5,0,0.001,-2.399939764,7.999993682,1,0,0,,0,87,87,89,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,4,0.44451,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,35.20001197,-64.8000074,1,0,0,response3disk,7,89,4.800011516,-4.800006509,1,0,0,rectangle,4.800011516,-4.800006509,1,0,0,,6,4,0,0.00076,4.800011516,-4.800006509,1,0,0,,0,88,88,87,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,1,0.66687,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,-89.59998989,39.99999416,1,0,0,response7disk,6,90,-24.79998893,8.799993694,1,0,0,rectangle,-24.79998893,8.799993694,1,0,0,,6,5,0,0.00137,-24.79998893,8.799993694,1,0,0,,0,89,89,95,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,5,0.533015,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,66.40001243,-46.40000713,1,0,0,response3disk,9,91,-3.199988604,-0.800006449,1,0,0,rectangle,-3.199988604,-0.800006449,1,0,0,,6,4,0,0.000615,-3.199988604,-0.800006449,1,0,0,,0,90,90,75,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,2,0.44156,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,-60.79998946,-50.40000719,1,0,0,response5disk,5,92,9.600060415,-3.200006485,1,0,0,rectangle,9.600060415,-3.200006485,1,0,0,,6,3,0,0.00061,9.600060415,-3.200006485,1,0,0,,0,91,91,101,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,3,0.43736,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,-25.59998894,-72.80000752,1,0,0,response5disk,8,93,12.00001162,-3.200006485,1,0,0,rectangle,12.00001162,-3.200006485,1,0,0,,6,1,0,0.000565,12.00001162,-3.200006485,1,0,0,,0,92,92,124,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,4,0.36813,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,37.60006083,-80.80000764,1,0,0,response3disk,8,94,-2.399939764,-2.400006473,1,0,0,rectangle,-2.399939764,-2.400006473,1,0,0,,6,3,0,0.000805,-2.399939764,-2.400006473,1,0,0,,0,93,93,62,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,5,0.348905,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,76.80001259,-40.00000703,1,0,0,response3disk,9,95,8.000011563,-1.600006461,1,0,0,rectangle,8.000011563,-1.600006461,1,0,0,,6,5,0,0.00058,8.000011563,-1.600006461,1,0,0,,0,94,94,45,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,3,0.35452,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,-37.59998912,-71.2000075,1,0,0,response5disk,6,96,2.40001148,-3.200006485,1,0,0,rectangle,2.40001148,-3.200006485,1,0,0,,6,6,0,0.00057,2.40001148,-3.200006485,1,0,0,,0,95,95,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,2,0.26322,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,-89.59998989,-43.20000708,1,0,0,response5disk,4,97,-5.599988639,-0.800006449,1,0,0,rectangle,-5.599988639,-0.800006449,1,0,0,,6,4,0,0.0006,-5.599988639,-0.800006449,1,0,0,,0,96,96,127,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,6,1.244595,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,64.0000124,40.79999417,1,0,0,response1disk,7,98,2.40001148,-10.40000659,1,0,0,rectangle,2.40001148,-10.40000659,1,0,0,,6,0,0,0.001035,2.40001148,-10.40000659,1,0,0,,0,97,97,38,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,3,0.61757,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,-28.79998899,-58.40000731,1,0,0,response5disk,3,99,13.60006047,4.799993634,1,0,0,rectangle,13.60006047,4.799993634,1,0,0,,6,7,0,0.0005,13.60006047,4.799993634,1,0,0,,0,98,98,68,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,4,0.55438,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,40.00001204,-71.2000075,1,0,0,response3disk,6,100,-2.399939764,-0.800006449,1,0,0,rectangle,-2.399939764,-0.800006449,1,0,0,,6,7,0,6.5E-05,-2.399939764,-0.800006449,1,0,0,,0,99,99,122,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df14bb169a117069e70b11d,6036d829c86f840bc7dbe8ae,2021-02-24_22h53.07.543,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,14.04357868,14.54420487,16.66758221,16.68217641,16.68515678,16.14478007,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,3,0.444695,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,weak,-43.99998921,-93.60005666,1,0,0,response5disk,6,101,5.600060356,-3.200006485,1,0,0,rectangle,-112.7999902,50.39999431,1,0,0,response7disk_3,1,1,1,2.27746,-5.599988639,5.599993646,1,0,0,rectangle,0,100,100,161,1,,,,,,,,,,,,,,,,,,,
