key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,X Scale,ratio_pxpermm,screen_size_x,screen_size_y,testsize,key_resp_3.keys,key_resp_4.keys,key_resp_4.rt,line_size,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_12.keys,key_resp_12.rt,key_resp_11.keys,key_resp_11.rt,key_resp_18.keys,key_resp_18.rt,key_resp_21.keys,key_resp_21.rt,key_resp_13.keys,key_resp_13.rt,key_resp_19.keys,key_resp_19.rt,ballposx,viewer_distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,realFrameRate1,realFrameRate2,realFrameRate3,realFrameRate4,realFrameRate5,realFrameRate,viewerdistancecm,DVA_to_distance,radius_F,radius_P,r_F,R_P,key_resp_20.keys,key_resp_20.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Colour_1,Ecc,maskCon,mask_frames,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,Colour_2,similarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,mouse_7.clicked_name,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,Colour1,maskCon1,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,trialnumber,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,catchresponse,catchnumber,Catch,response_time_catch,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer7,rt7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,1,1.253,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,-75,38,1,0,0,response7disk,3,10,-6,4,1,0,0,rectangle,-6,4,1,0,0,,5,7,0,0.001,-6,4,1,0,0,,0,9,9,68,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,1.502,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,48,83,1,0,0,response1disk,6,11,10,-15,1,0,0,rectangle,10,-15,1,0,0,,5,1,0,0.002,10,-15,1,0,0,,0,10,10,144,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,6,2.672,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,66,37,1,0,0,response1disk,4,12,19,1,1,0,0,rectangle,19,1,1,0,0,,5,5,0,0.002,19,1,1,0,0,,0,11,11,139,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,5,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,78,-38,1,0,0,response3disk,6,13,17,-6,1,0,0,rectangle,17,-6,1,0,0,,5,4,0,0.002,17,-6,1,0,0,,0,12,12,12,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,1,1.431,,,,,,,,,,,,,,,,,,,,,,,,,,,8,weak,-75,38,1,0,0,response7disk,8,14,-9,8,1,0,0,rectangle,-9,8,1,0,0,,5,5,0,0.002,-9,8,1,0,0,,0,13,13,153,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,6,1.637,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,78,42,1,0,0,response1disk,4,15,15,-5,1,0,0,rectangle,15,-5,1,0,0,,5,4,0,0.001,15,-5,1,0,0,,0,14,14,145,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,6,1.235,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,69,33,1,0,0,response1disk,2,16,10,-16,1,0,0,rectangle,10,-16,1,0,0,,5,2,0,0.003,10,-16,1,0,0,,0,15,15,93,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,5,1.722,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,78,-25,1,0,0,response3disk,3,17,3,4,1,0,0,rectangle,3,4,1,0,0,,5,6,0,0.002,3,4,1,0,0,,0,16,16,21,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,7,1.219,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,28,74,1,0,0,response1disk,1,18,17,-4,1,0,0,rectangle,17,-4,1,0,0,,5,6,0,0.001,17,-4,1,0,0,,0,17,17,5,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,1.201,,,,,,,,,,,,,,,,,,,,,,,,,,,8,weak,41,89,1,0,0,response1disk,4,19,7,3,1,0,0,rectangle,7,3,1,0,0,,5,7,0,0.001,7,3,1,0,0,,0,18,18,78,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,1,1.235,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,-62,47,1,0,0,response7disk,2,20,2,-13,1,0,0,rectangle,2,-13,1,0,0,,5,5,0,0.001,2,-13,1,0,0,,0,19,19,142,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,3,2.071,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,-30,-74,1,0,0,response5disk,5,21,-8,9,1,0,0,rectangle,-8,9,1,0,0,,5,1,0,0.001,-8,9,1,0,0,,0,20,20,92,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,3,1.239,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,-36,-51,1,0,0,response5disk,5,22,-7,3,1,0,0,rectangle,-7,3,1,0,0,,5,7,0,0.001,-7,3,1,0,0,,0,21,21,59,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,5,1.549,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,85,-32,1,0,0,response3disk,2,23,-5,-1,1,0,0,rectangle,-5,-1,1,0,0,,5,4,0,0.002,-5,-1,1,0,0,,0,22,22,108,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,1.184,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,39,70,1,0,0,response1disk,8,24,2,-1,1,0,0,rectangle,2,-1,1,0,0,,5,0,0,0,2,-1,1,0,0,,0,23,23,124,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,7,1.234,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,34,72,1,0,0,response1disk,2,25,2,-1,1,0,0,rectangle,2,-1,1,0,0,,5,6,0,0.001,2,-1,1,0,0,,0,24,24,112,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,7,1.169,,,,,,,,,,,,,,,,,,,,,,,,,,,7,strong,30,88,1,0,0,response1disk,3,26,-3,-1,1,0,0,rectangle,-3,-1,1,0,0,,5,6,0,0.001,-3,-1,1,0,0,,0,25,25,73,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,2.255,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,50,80,1,0,0,response1disk,6,27,8,-9,1,0,0,rectangle,8,-9,1,0,0,,5,3,0,0.001,8,-9,1,0,0,,0,26,26,120,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,2,1.839,,,,,,,,,,,,,,,,,,,,,,,,,,,8,weak,-67,-25,1,0,0,response5disk,7,28,6,2,1,0,0,rectangle,6,2,1,0,0,,5,0,0,0.001,6,2,1,0,0,,0,27,27,23,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,1.087,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,34,80,1,0,0,response1disk,7,29,-11,4,1,0,0,rectangle,-11,4,1,0,0,,5,0,0,0,-11,4,1,0,0,,0,28,28,38,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,7,3.758,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,42,81,1,0,0,response1disk,7,30,-19,2,1,0,0,rectangle,-19,2,1,0,0,,5,7,0,0,-19,2,1,0,0,,0,29,29,63,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,3,2.306,,,,,,,,,,,,,,,,,,,,,,,,,,,5,weak,-43,-66,1,0,0,response5disk,6,31,-6,0,1,0,0,rectangle,-6,0,1,0,0,,5,0,0,0.001,-6,0,1,0,0,,0,30,30,103,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,7,1.269,,,,,,,,,,,,,,,,,,,,,,,,,,,1,strong,31,74,1,0,0,response1disk,4,32,13,0,1,0,0,rectangle,13,0,1,0,0,,5,1,0,0.001,13,0,1,0,0,,0,31,31,135,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,3.625,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,36,93,1,0,0,response1disk,7,33,-23,9,1,0,0,rectangle,-23,9,1,0,0,,5,0,0,0.002,-23,9,1,0,0,,0,32,32,107,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,7,1.036,,,,,,,,,,,,,,,,,,,,,,,,,,,7,strong,44,83,1,0,0,response1disk,4,34,-2,0,1,0,0,rectangle,-2,0,1,0,0,,5,1,0,0.002,-2,0,1,0,0,,0,33,33,158,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,0,1.303,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,-43,80,1,0,0,response7disk,4,35,-2,1,1,0,0,rectangle,-2,1,1,0,0,,5,4,0,0.001,-2,1,1,0,0,,0,34,34,30,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,6,2.304,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,86,38,1,0,0,response1disk,2,36,6,11,1,0,0,rectangle,6,11,1,0,0,,5,0,0,0.001,6,11,1,0,0,,0,35,35,13,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,1,1.352,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,-95,47,1,0,0,response7disk,7,37,-4,1,1,0,0,rectangle,-4,1,1,0,0,,5,2,0,0,-4,1,1,0,0,,0,36,36,18,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,6,1.317,,,,,,,,,,,,,,,,,,,,,,,,,,,5,weak,95,40,1,0,0,response1disk,7,38,28,0,1,0,0,rectangle,28,0,1,0,0,,5,0,0,0.001,28,0,1,0,0,,0,37,37,146,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,1,1.736,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,-60,44,1,0,0,response7disk,4,39,1,-3,1,0,0,rectangle,1,-3,1,0,0,,5,6,0,0.001,1,-3,1,0,0,,0,38,38,8,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,6,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,94,55,1,0,0,response1disk,3,40,4,6,1,0,0,rectangle,4,6,1,0,0,,5,3,0,0.001,4,6,1,0,0,,0,39,39,119,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,6,1.637,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,97,50,1,0,0,response1disk,7,41,-18,6,1,0,0,rectangle,-18,6,1,0,0,,5,4,0,0.001,-18,6,1,0,0,,0,40,40,87,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,4,3.073,,,,,,,,,,,,,,,,,,,,,,,,,,,8,weak,40,-85,1,0,0,response3disk,5,42,5,12,1,0,0,rectangle,5,12,1,0,0,,5,0,0,0,5,12,1,0,0,,0,41,41,98,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,1.234,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,28,80,1,0,0,response1disk,2,43,8,-3,1,0,0,rectangle,8,-3,1,0,0,,5,4,0,0.002,8,-3,1,0,0,,0,42,42,32,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,1.236,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,40,87,1,0,0,response1disk,1,44,-2,5,1,0,0,rectangle,-2,5,1,0,0,,5,5,0,0.001,-2,5,1,0,0,,0,43,43,46,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3f0bbe9907e915e0179f44,6036d8b4aeeccd86578d424e,2021-02-24_22h55.45.624,Colour_Similarity_Experiment,2020.2.10,MacIntel,60,6036d0d9a84aa1626184a6ef,19.23684211,17.2281746,17.5703125,18.17241379,18.2519084,17.80570232,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,0,0.851,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,-39,63,1,0,0,response7disk,4,45,-4,-8,1,0,0,rectangle,-4,-8,1,0,0,,5,0,0,0.001,-4,-8,1,0,0,,0,44,44,84,1,,,,,,,,,,,,,,,,,,,
