key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,X Scale,ratio_pxpermm,screen_size_x,screen_size_y,testsize,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,line_size,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_12.keys,key_resp_12.rt,key_resp_11.keys,key_resp_11.rt,key_resp_18.keys,key_resp_18.rt,key_resp_21.keys,key_resp_21.rt,key_resp_13.keys,key_resp_13.rt,key_resp_19.keys,key_resp_19.rt,ballposx,viewer_distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,realFrameRate1,realFrameRate2,realFrameRate3,realFrameRate4,realFrameRate5,realFrameRate,viewerdistancecm,DVA_to_distance,radius_F,radius_P,r_F,R_P,key_resp_20.keys,key_resp_20.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Colour_1,Ecc,maskCon,mask_frames,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,Colour_2,similarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,mouse_7.clicked_name,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,Colour1,maskCon1,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,trialnumber,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,Catch,response_time_catch,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,mouse_3.clicked_name,mouse_11.clicked_name,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer7,rt7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,3,2.29688,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,-32,-118,1,0,0,response5disk,8,9,-8,-5,1,0,0,rectangle,-8,-5,1,0,0,0,0,0,0.000505,-8,-5,1,0,0,0,8,8,64,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,0,1.603815,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,-62,117,1,0,0,response7disk,9,10,-16,-2,1,0,0,rectangle,-16,-2,1,0,0,0,5,0,0.000535,-16,-2,1,0,0,0,9,9,106,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,2,1.8214,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,-121,-52,1,0,0,response5disk,6,11,-33,6,1,0,0,rectangle,-33,6,1,0,0,0,5,0,0.000075,-33,6,1,0,0,0,10,10,29,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,2,1.89466,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,-154,-62,1,0,0,response5disk,9,12,22,-3,1,0,0,rectangle,22,-3,1,0,0,0,2,0,0.000525,22,-3,1,0,0,0,11,11,90,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,5,4.446845,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,91,-46,1,0,0,response3disk,9,13,-10,-14,1,0,0,rectangle,-10,-14,1,0,0,0,2,0,8E-05,-10,-14,1,0,0,0,12,12,45,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,2,1.898735,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,-108,-57,1,0,0,response5disk,8,14,1,-1,1,0,0,rectangle,1,-1,1,0,0,0,7,0,0.000525,1,-1,1,0,0,0,13,13,140,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,7,2.90905,,,,,,,,,,,,,,,,,,,,,,,,,,,1,strong,45,103,1,0,0,response1disk,4,15,-11,2,1,0,0,rectangle,-11,2,1,0,0,0,0,0,0.000515,-11,2,1,0,0,0,14,14,135,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,1.86488,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,73,119,1,0,0,response1disk,3,16,-7,-1,1,0,0,rectangle,-7,-1,1,0,0,0,6,0,0.00049,-7,-1,1,0,0,0,15,15,81,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,4,2.17919,,,,,,,,,,,,,,,,,,,,,,,,,,,7,strong,45,-95,1,0,0,response3disk,9,17,-13,-6,1,0,0,rectangle,-13,-6,1,0,0,0,3,0,0.0005,-13,-6,1,0,0,0,16,16,155,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,3,2.275425,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,-61,-98,1,0,0,response5disk,5,18,7,-2,1,0,0,rectangle,7,-2,1,0,0,0,4,0,0.00094,7,-2,1,0,0,0,17,17,147,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,4,3.61213,,,,,,,,,,,,,,,,,,,,,,,,,,,5,weak,44,-96,1,0,0,response3disk,3,19,7,-10,1,0,0,rectangle,7,-10,1,0,0,0,1,0,0.00048,7,-10,1,0,0,0,18,18,109,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,2.525975,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,52,92,1,0,0,response1disk,9,20,-18,2,1,0,0,rectangle,-18,2,1,0,0,0,3,0,0.000595,-18,2,1,0,0,0,19,19,39,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,3,2.128485,,,,,,,,,,,,,,,,,,,,,,,,,,,8,weak,-47,-106,1,0,0,response5disk,6,21,13,-5,1,0,0,rectangle,-46,122,1,0,0,0,0,1,1.633385,2,5,1,0,0,0,20,20,161,1,response7disk_3,rectangle,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,5,2.862105,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,85,-43,1,0,0,response3disk,7,22,-6,-3,1,0,0,rectangle,-6,-3,1,0,0,0,4,0,0.00058,-6,-3,1,0,0,0,21,21,121,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,7,1.89665,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,60,103,1,0,0,response1disk,1,23,-3,-9,1,0,0,rectangle,-3,-9,1,0,0,0,7,0,0.000515,-3,-9,1,0,0,0,22,22,102,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,7,3.72609,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,64,114,1,0,0,response1disk,3,24,-14,3,1,0,0,rectangle,-14,3,1,0,0,0,0,0,0.0005,-14,3,1,0,0,0,23,23,25,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,1,3.62834,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,-105,78,1,0,0,response7disk,4,25,-2,5,1,0,0,rectangle,-2,5,1,0,0,0,3,0,0.000545,-2,5,1,0,0,0,24,24,70,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,6,1.64804,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,86,56,1,0,0,response1disk,8,26,13,-7,1,0,0,rectangle,13,-7,1,0,0,0,3,0,9E-05,13,-7,1,0,0,0,25,25,124,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,6,2.031755,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,77,61,1,0,0,response1disk,6,27,5,6,1,0,0,rectangle,5,6,1,0,0,0,6,0,0.0005,5,6,1,0,0,0,26,26,95,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,6,7.71313,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,97,39,1,0,0,response1disk,5,28,0,7,1,0,0,rectangle,0,7,1,0,0,0,5,0,0.000535,0,7,1,0,0,0,27,27,126,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,1.80901,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,82,108,1,0,0,response1disk,4,29,10,2,1,0,0,rectangle,10,2,1,0,0,0,6,0,0.000545,10,2,1,0,0,0,28,28,139,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,1,4.492845,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,-147,60,1,0,0,response7disk,2,30,-8,2,1,0,0,rectangle,-8,2,1,0,0,0,1,0,0.000495,-8,2,1,0,0,0,29,29,14,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,7,2.92232,,,,,,,,,,,,,,,,,,,,,,,,,,,1,strong,86,91,1,0,0,response1disk,8,31,9,11,1,0,0,rectangle,9,11,1,0,0,0,3,0,0.00051,9,11,1,0,0,0,30,30,27,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,6,1.796455,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,121,57,1,0,0,response1disk,6,32,-24,-7,1,0,0,rectangle,-24,-7,1,0,0,0,4,0,0.000635,-24,-7,1,0,0,0,31,31,117,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,2.923425,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,79,132,1,0,0,response1disk,4,33,-25,-3,1,0,0,rectangle,-25,-3,1,0,0,0,6,0,0.000505,-25,-3,1,0,0,0,32,32,43,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,6,1.883525,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,116,62,1,0,0,response1disk,7,34,-7,7,1,0,0,rectangle,-7,7,1,0,0,0,3,0,0.000575,-7,7,1,0,0,0,33,33,118,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,5,3.766495,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,104,-57,1,0,0,response3disk,7,35,-20,8,1,0,0,rectangle,-20,8,1,0,0,0,7,0,0.00056,-20,8,1,0,0,0,34,34,7,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,3,2.59999,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,-85,-107,1,0,0,response5disk,7,36,17,15,1,0,0,rectangle,17,15,1,0,0,0,7,0,8E-05,17,15,1,0,0,0,35,35,50,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,2,1.226575,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,-96,-59,1,0,0,response5disk,9,37,-11,-5,1,0,0,rectangle,-11,-5,1,0,0,0,4,0,0.000945,-11,-5,1,0,0,0,36,36,17,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,6,1.39492,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,106,48,1,0,0,response1disk,7,38,10,-12,1,0,0,rectangle,10,-12,1,0,0,0,5,0,0.000495,10,-12,1,0,0,0,37,37,63,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,6,1.361155,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,117,51,1,0,0,response1disk,4,39,-1,-5,1,0,0,rectangle,-1,-5,1,0,0,0,0,0,0.00051,-1,-5,1,0,0,0,38,38,60,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,weak,3,,,,,,,,7,1.541685,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,70,103,1,0,0,response1disk,4,40,-2,0,1,0,0,rectangle,-2,0,1,0,0,0,4,0,0.00064,-2,0,1,0,0,0,39,39,114,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,2,2.232055,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,-105,-56,1,0,0,response5disk,8,41,18,10,1,0,0,rectangle,18,10,1,0,0,0,1,0,0.000505,18,10,1,0,0,0,40,40,6,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,6,1.681825,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,118,54,1,0,0,response1disk,4,42,-6,7,1,0,0,rectangle,-6,7,1,0,0,0,1,0,0.000085,-6,7,1,0,0,0,41,41,110,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,2,1.842025,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,-119,-53,1,0,0,response5disk,4,43,16,-15,1,0,0,rectangle,16,-15,1,0,0,0,7,0,0.000565,16,-15,1,0,0,0,42,42,84,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f341b3f18eb122c6c70507e,6036fcc8894cadd32021bb4d,2021-02-25_02h26.45.571,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,16.70525109,17.01218868,16.66572917,16.66303342,16.66592199,16.75171831,,,,,,,,,,,,,,,,,,,,PF,strong,3,,,,,,,,3,1.43162,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,-62,-94,1,0,0,response5disk,7,44,34,-8,1,0,0,rectangle,34,-8,1,0,0,0,4,0,0.00052,34,-8,1,0,0,0,43,43,100,1,,,,,,,,,,,,,,,,,,,,,
