key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,X Scale,ratio_pxpermm,screen_size_x,screen_size_y,testsize,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,line_size,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_12.keys,key_resp_12.rt,key_resp_11.keys,key_resp_11.rt,key_resp_18.keys,key_resp_18.rt,key_resp_21.keys,key_resp_21.rt,key_resp_13.keys,key_resp_13.rt,key_resp_19.keys,key_resp_19.rt,ballposx,viewer_distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,realFrameRate1,realFrameRate2,realFrameRate3,realFrameRate4,realFrameRate5,realFrameRate,viewerdistancecm,DVA_to_distance,radius_F,radius_P,r_F,R_P,key_resp_20.keys,key_resp_20.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Colour_1,Ecc,maskCon,mask_frames,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,Colour_2,similarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.clicked_name,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.clicked_name,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,key_resp_22.keys,key_resp_22.rt,Colour1,maskCon1,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,trialnumber,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,Catch,response_time_catch,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,mouse_3.clicked_name,mouse_11.clicked_name,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer7,rt7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,0,1.17931,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,-48,108,1,0,0,response7disk,7,9,7,3,1,0,0,rectangle,7,3,1,0,0,7,0,0,0.001425,7,3,1,0,0,0,8,8,51,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,6,1.242965,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,120,62,1,0,0,response1disk,6,10,-7,-2,1,0,0,rectangle,-7,-2,1,0,0,7,4,0,0.000965,-7,-2,1,0,0,0,9,9,144,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,6,1.138075,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,109,47,1,0,0,response1disk,7,11,10,3,1,0,0,rectangle,10,3,1,0,0,7,4,0,0.00019,10,3,1,0,0,0,10,10,100,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,4,1.659805,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,53,-116,1,0,0,response3disk,5,12,-6,6,1,0,0,rectangle,-6,6,1,0,0,7,4,0,0.00017,-6,6,1,0,0,0,11,11,92,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,2,2.166265,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,-88,-59,1,0,0,response5disk,6,13,-13,-12,1,0,0,rectangle,-13,-12,1,0,0,7,2,0,0.001035,-13,-12,1,0,0,0,12,12,91,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,5,1.13569,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,141,-58,1,0,0,response3disk,8,14,-4,3,1,0,0,rectangle,-4,3,1,0,0,7,7,0,0.00129,-4,3,1,0,0,0,13,13,64,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,4,1.79869,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,59,-93,1,0,0,response3disk,8,15,-1,-4,1,0,0,rectangle,-1,-4,1,0,0,7,4,0,0.00119,-1,-4,1,0,0,0,14,14,65,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,7,1.02559,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,79,111,1,0,0,response1disk,3,16,-9,-1,1,0,0,rectangle,-9,-1,1,0,0,7,3,0,0.00109,-9,-1,1,0,0,0,15,15,21,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,7,0.93053,,,,,,,,,,,,,,,,,,,,,,,,,,,7,strong,66,88,1,0,0,response1disk,4,17,-12,-2,1,0,0,rectangle,-12,-2,1,0,0,7,6,0,0.000945,-12,-2,1,0,0,0,16,16,158,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,2,1.3888,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,-83,-54,1,0,0,response5disk,5,18,12,-3,1,0,0,rectangle,12,-3,1,0,0,7,6,0,0.000145,12,-3,1,0,0,0,17,17,19,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,5,0.972645,,,,,,,,,,,,,,,,,,,,,,,,,,,8,strong,142,-57,1,0,0,response3disk,3,19,7,3,1,0,0,rectangle,7,3,1,0,0,7,7,0,0.00109,7,3,1,0,0,0,18,18,154,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,5,1.104425,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,86,-44,1,0,0,response3disk,2,20,6,0,1,0,0,rectangle,6,0,1,0,0,7,6,0,0.00118,6,0,1,0,0,0,19,19,13,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,2,1.84259,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,-91,-52,1,0,0,response5disk,8,21,-8,-4,1,0,0,rectangle,-8,-4,1,0,0,7,6,0,0.000145,-8,-4,1,0,0,0,20,20,67,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,7,1.33145,,,,,,,,,,,,,,,,,,,,,,,,,,,1,strong,58,106,1,0,0,response1disk,3,22,-20,-14,1,0,0,rectangle,-20,-14,1,0,0,7,1,0,0.00119,-20,-14,1,0,0,0,21,21,99,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,5,1.097275,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,94,-62,1,0,0,response3disk,2,23,6,-2,1,0,0,rectangle,-94,44,1,0,0,1,1,1,1.95875,6,-19,1,0,0,0,22,22,11,1,response7disk_3,rectangle,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,7,1.736485,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,70,104,1,0,0,response1disk,8,24,12,4,1,0,0,rectangle,12,4,1,0,0,1,5,0,0.00181,12,4,1,0,0,0,23,23,16,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,0,0.921145,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,-67,120,1,0,0,response7disk,9,25,-1,4,1,0,0,rectangle,-1,4,1,0,0,1,3,0,0.00098,-1,4,1,0,0,0,24,24,106,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,5,0.70838,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,109,-66,1,0,0,response3disk,7,26,1,-4,1,0,0,rectangle,1,-4,1,0,0,1,5,0,0.0009,1,-4,1,0,0,0,25,25,41,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,2,1.77753,,,,,,,,,,,,,,,,,,,,,,,,,,,5,weak,-71,-45,1,0,0,response5disk,3,27,2,-4,1,0,0,rectangle,2,-4,1,0,0,1,0,0,0.00089,2,-4,1,0,0,0,26,26,109,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,6,0.82339,,,,,,,,,,,,,,,,,,,,,,,,,,,9,weak,114,61,1,0,0,response1disk,7,28,-12,1,1,0,0,rectangle,-12,1,1,0,0,1,5,0,0.001425,-12,1,1,0,0,0,27,27,121,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,0,0.88205,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,-64,101,1,0,0,response7disk,3,29,8,-4,1,0,0,rectangle,8,-4,1,0,0,1,6,0,0.00091,8,-4,1,0,0,0,28,28,68,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,5,0.894795,,,,,,,,,,,,,,,,,,,,,,,,,,,8,strong,123,-83,1,0,0,response3disk,1,30,-4,4,1,0,0,rectangle,-4,4,1,0,0,1,2,0,0.001355,-4,4,1,0,0,0,29,29,20,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,6,0.979575,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,112,68,1,0,0,response1disk,8,31,-4,12,1,0,0,rectangle,-4,12,1,0,0,1,5,0,0.001205,-4,12,1,0,0,0,30,30,3,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,7,0.91566,,,,,,,,,,,,,,,,,,,,,,,,,,,5,weak,33,133,1,0,0,response1disk,1,32,-7,1,1,0,0,rectangle,121,-56,1,0,0,5,5,1,1.54812,3,-11,1,0,0,0,31,31,159,1,response3disk_3,rectangle,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,2,0.69659,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,-78,-53,1,0,0,response5disk,6,33,11,6,1,0,0,rectangle,11,6,1,0,0,5,4,0,0.001,11,6,1,0,0,0,32,32,47,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,3,1.358465,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,-59,-125,1,0,0,response5disk,5,34,-4,1,1,0,0,rectangle,-4,1,1,0,0,5,0,0,0.00107,-4,1,1,0,0,0,33,33,49,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,6,13.59653,,,,,,,,,,,,,,,,,,,,,,,,,,,8,strong,108,56,1,0,0,response1disk,4,35,-7,4,1,0,0,rectangle,-7,4,1,0,0,5,1,0,0.00108,-7,4,1,0,0,0,34,34,88,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,6,1.7218,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,111,40,1,0,0,response1disk,4,36,6,-6,1,0,0,rectangle,6,-6,1,0,0,5,7,0,0.00123,6,-6,1,0,0,0,35,35,56,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,5,0.84726,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,90,-64,1,0,0,response3disk,9,37,-7,-5,1,0,0,rectangle,-7,-5,1,0,0,5,5,0,0.001645,-7,-5,1,0,0,0,36,36,45,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,5,0.902495,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,97,-63,1,0,0,response3disk,8,38,-4,7,1,0,0,rectangle,-4,7,1,0,0,5,5,0,0.000145,-4,7,1,0,0,0,37,37,44,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,6,1.468385,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,149,68,1,0,0,response1disk,5,39,-18,-11,1,0,0,rectangle,-18,-11,1,0,0,5,2,0,0.000965,-18,-11,1,0,0,0,38,38,80,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,7,1.20816,,,,,,,,,,,,,,,,,,,,,,,,,,,8,weak,62,116,1,0,0,response1disk,4,40,-3,7,1,0,0,rectangle,-3,7,1,0,0,5,3,0,0.001035,-3,7,1,0,0,0,39,39,78,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,7,0.99814,,,,,,,,,,,,,,,,,,,,,,,,,,,1,strong,74,118,1,0,0,response1disk,6,41,9,6,1,0,0,rectangle,9,6,1,0,0,5,0,0,0.001275,9,6,1,0,0,0,40,40,58,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,1,1.583385,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,-108,64,1,0,0,response7disk,9,42,10,-5,1,0,0,rectangle,10,-5,1,0,0,5,0,0,0.00015,10,-5,1,0,0,0,41,41,17,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,weak,7,,,,,,,,0,0.802295,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,-52,124,1,0,0,response7disk,4,43,-2,-2,1,0,0,rectangle,-2,-2,1,0,0,5,7,0,0.001255,-2,-2,1,0,0,0,42,42,30,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f5290ff7ef2f05699c250d6,6036d877e0ec51ef81f678e2,2021-02-24_23h51.56.976,Colour_Similarity_Experiment,2020.2.10,Win32,60,6036d0d9a84aa1626184a6ef,7.044949772,6.972570194,6.953678855,6.950744351,6.944470927,6.955366082,,,,,,,,,,,,,,,,,,,,PF,strong,7,,,,,,,,6,1.07031,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,104,70,1,0,0,response1disk,7,44,-24,-5,1,0,0,rectangle,-24,-5,1,0,0,5,0,0,0.001285,-24,-5,1,0,0,0,43,43,63,1,,,,,,,,,,,,,,,,,,,,,
